bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,udps.srcdst_packet_size_variation,udps.srcdst_udp_packet_count,udps.udp_packet_count,udps.srcdst_tcp_packet_count,udps.tcp_packet_count,udps.srcdst_ack_packet_count,udps.ack_packet_count,udps.srcdst_fin_packet_count,udps.fin_packet_count,udps.srcdst_rst_packet_count,udps.rst_packet_count,udps.srcdst_psh_packet_count,udps.psh_packet_count,udps.srcdst_syn_packet_count,udps.syn_packet_count,udps.srcdst_unique_ports_count,udps.srcdst_icmp_packet_count,udps.icmp_packet_count,udps.srcdst_http_ports_count,udps.http_ports_count,udps.srcdst_bidirectional_duration_avg,udps.bidirectional_duration_avg,udps.srcdst_dns_port_count,udps.dns_port_count,udps.srcdst_dns_port_src_count,udps.dns_port_src_count,udps.srcdst_vul_ports_count,udps.src2dst_packet_count,udps.bidirectional_packet_count,udps.srcdst_src2dst_packet_count,udps.srcdst_bidirectional_packet_count,y_pred,pred_clean
0,3,3194,0,8,1501,1700,10,12064,1013,1021.3237915039062,0.0,1046,998,957.6856689453125,1.3748259561907616e-06,1029,1,8.472164154052734,0.0,38,11,13.629858016967773,27.462535858154297,584,0,14.757307052612305,203.62615966796875,129,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,11,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,540.12060546875,348,340,3,1,46,62,2,0,3,1,1,2,3,26,346,0,0,0,0,609.5628662109375,591.0509643554688,4,0,0,0,1,1383,1245,920,1269,2,1
228,6,21588,228,6,2362,3453,10,18816,363,389.8824768066406,27.92681121826172,435,363,389.8805236816406,26.01742935180664,435,6,18.20703887939453,0.04149472340941429,0,11,74.62010955810547,191.8069305419922,903,11,103.06968688964844,245.1826171875,903,0,7.888213986007031e-06,0.6043359637260437,2,0,0,0,0,16,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,232.12815856933594,176,176,4,4,46,62,0,0,8,8,10,12,23,27,177,1,1,1,1,4257.38134765625,4128.08447265625,8,10,0,0,9,976,1098,976,1098,2,1
0,57,48644,0,65,37012,2962,8,0,521,484.5772399902344,16.62835693359375,538,459,525.6363525390625,1.3748259561907616e-06,541,5,15.616352081298828,0.0,78,11,64.00238800048828,164.51466369628906,775,9,103.31526184082031,245.85186767578125,774,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,14,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,252.13601684570312,67,71,3,4,39,62,0,0,3,4,10,12,16,27,89,0,0,0,0,3651.597412109375,4143.40966796875,9,8,0,0,0,3188,3517,3672,3680,2,1
0,1,14762,0,1,7994,988,5,5390,1206,1207.048095703125,0.00491804163902998,1187,1206,1206.5531005859375,1.3748259561907616e-06,1203,0,0.0,5.285318851470947,45,0,42.70999526977539,27.419872283935547,258,0,58.99357223510742,140.3341064453125,258,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,9,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,688.1074829101562,350,350,2,2,26,36,0,3,0,0,6,7,13,15,350,0,0,0,0,2436.78369140625,2362.777587890625,0,0,0,0,0,700,700,501,501,2,1
0,3,9300,0,1,12386,3453,10,0,1342,1342.2581787109375,16.62835693359375,1358,1306,1306.6856689453125,1.8980669975280762,1385,0,15.600189208984375,0.0,0,0,74.62010955810547,191.8069305419922,905,0,103.06968688964844,104.84844207763672,903,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,16,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,761.6806030273438,340,350,4,4,46,62,0,0,0,0,10,12,19,23,338,0,0,0,0,4257.38134765625,4128.08447265625,9,1,0,0,0,1061,1393,1397,1395,2,1
0,29,39832,0,32,23694,2962,9,4626,499,457.90484619140625,3.6439828872680664,539,503,465.3693542480469,1.3748259561907616e-06,479,5,15.616352081298828,0.6211036443710327,0,8,64.00238800048828,192.4021453857422,775,0,103.32823181152344,210.29547119140625,906,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,16,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,270.62860107421875,177,177,5,5,39,70,0,0,5,8,9,11,23,23,175,0,0,0,0,3651.597412109375,4140.4345703125,9,10,0,0,0,6578,6294,6793,6292,2,1
2664,14,3194,868,1,10415,494,2,0,984,1031.8961181640625,0.0,997,1016,1012.2713623046875,1.5091338157653809,979,3,2.6068458557128906,13.48980712890625,0,6,10.683965682983398,27.462535858154297,905,0,101.92796325683594,35.104793548583984,129,0,7.888213986007031e-06,2.6855537726078182e-05,279,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,630.4733276367188,348,345,1,1,27,50,0,0,1,1,8,2,8,18,345,0,0,1,0,4266.95458984375,3937.585693359375,3,0,0,0,0,268,1043,364,1395,2,1
2481,3,120,0,1,7867,494,1,0,1028,991.3150634765625,0.0,960,1007,1020.6177978515625,5.80017614364624,1025,1,18.134307861328125,18.519390106201172,37,5,12.208837509155273,173.80775451660156,129,8,103.03797912597656,5.629426595987752e-05,129,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,16,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,1,0,0,606.5896606445312,335,337,1,1,26,51,0,0,1,6,7,11,3,4,345,0,0,0,0,4266.95751953125,4137.369140625,9,0,0,0,0,1095,378,526,110,2,1
71,3,15473,0,1,120,2470,9,16524,164,165.80767822265625,16.62835693359375,220,121,185.27200317382812,1.3748259561907616e-06,192,5,0.0,0.0,0,3,53.36447525024414,137.1704864501953,0,0,73.71015930175781,209.55889892578125,0,0,7.888213986007031e-06,269.7099914550781,638,0,0,0,0,16,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,122.4460678100586,350,348,3,3,33,62,0,0,8,6,10,0,16,19,350,0,0,0,0,3044.66064453125,4137.369140625,9,7,0,0,0,166,7,757,85,2,1
0,1,24324,0,1,9765,3461,10,5360,1350,1351.552490234375,9.466706275939941,1341,1365,1356.765625,1.3748259561907616e-06,1353,0,12.993793487548828,5.263453006744385,37,0,74.62010955810547,164.34437561035156,648,0,103.30119323730469,210.07781982421875,773,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,9,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,771.0935668945312,339,335,4,4,46,62,0,0,4,1,10,12,23,27,350,0,0,0,0,4266.9462890625,4137.357421875,8,6,0,0,0,1399,1397,1401,707,2,1
0,12,3194,0,1,1129,1181,2,2694,160,258.4475402832031,0.0,215,245,201.93084716796875,5.4469523429870605,220,5,14.858844757080078,1.9671767950057983,24,2,10.683965682983398,190.34681701660156,342,7,72.41658020019531,35.104793548583984,129,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,164.5926513671875,350,337,4,1,7,65,5,3,4,1,1,2,0,10,348,0,0,0,0,609.5628662109375,2982.640869140625,1,1,0,0,5,1399,120,7,41,2,1
659,4,18533,659,3,2302,2962,8,16139,446,446.4364013671875,14.23034381866455,441,446,446.3114013671875,5.182321071624756,446,5,15.616352081298828,2.6707212924957275,11,9,64.00238800048828,164.51466369628906,775,9,88.40385437011719,210.29547119140625,774,0,66.41063690185547,38.89547348022461,129,0,0,0,0,14,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,255.53250122070312,337,337,3,3,39,53,0,1,6,6,9,11,20,23,348,1,1,0,0,3651.597412109375,3540.698486328125,7,8,0,0,7,828,904,828,904,2,1
0,36,46388,0,45,34565,3453,10,0,464,486.6186828613281,30.57234001159668,569,464,486.74078369140625,4.930537700653076,524,6,18.20703887939453,0.0,0,11,74.63971710205078,191.9469451904297,904,11,103.08927917480469,245.3226318359375,904,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,16,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,252.57704162597656,160,160,4,4,46,62,0,3,8,8,10,12,23,27,161,0,0,0,0,4260.25,4130.95263671875,6,10,0,0,0,5892,5894,5891,5892,2,1
1777,11,16631,0,1,5640,1965,5,5390,1224,1233.434814453125,14.256566047668457,1179,1230,1257.900390625,1.3748259561907616e-06,1265,2,0.0,11.782381057739258,0,0,74.78771209716797,155.2331085205078,664,0,58.99357223510742,140.3341064453125,517,0,7.888213986007031e-06,2.6855537726078182e-05,146,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,715.8407592773438,350,350,3,2,44,36,0,0,0,0,6,12,13,27,350,0,0,0,0,2436.77978515625,2362.775146484375,8,0,0,0,0,850,932,621,438,2,1
0,5,12369,0,1,9765,3453,10,5360,1363,1342.552490234375,16.591094970703125,1331,1341,1341.6856689453125,1.3748259561907616e-06,1336,0,5.1862945556640625,0.0,0,0,74.62010955810547,192.23777770996094,891,0,103.06968688964844,245.73321533203125,903,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,16,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,783.9014282226562,350,350,5,5,50,62,0,0,3,0,10,12,0,31,336,0,0,0,0,4268.45166015625,4128.08447265625,8,1,0,0,0,1124,1121,1399,855,2,1
635,15,120,0,2,8392,3461,10,18858,1380,1288.552490234375,0.0,1271,1316,1287.6856689453125,1.3748259561907616e-06,1326,3,0.0,5.2725510597229,0,0,64.00238800048828,164.51466369628906,517,0,103.30119323730469,245.73321533203125,905,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,16,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,752.4558715820312,350,350,2,3,26,62,0,0,2,0,9,11,0,8,336,0,0,0,0,4267.0458984375,3540.698486328125,9,1,0,0,0,798,1023,983,407,2,1
0,7,16089,0,4,11734,1856,8,0,1003,987.982177734375,0.0,1110,980,997.1786499023438,1.1656432151794434,1041,3,2.6068458557128906,11.128469467163086,0,2,32.52298355102539,15.754100799560547,847,9,47.71671676635742,5.629426595987752e-05,905,0,61.110511779785156,2.6855537726078182e-05,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,574.1500244140625,348,348,1,1,7,9,0,3,7,3,1,4,3,19,349,0,0,0,1,609.5628662109375,2390.660888671875,1,6,0,0,0,475,131,1323,738,2,1
60,1,15707,0,1,9242,988,10,5390,1295,1249.1346435546875,4.752598762512207,1219,1218,1292.2593994140625,1.3748259561907616e-06,1275,0,0.0,2.6415159702301025,0,0,61.71989822387695,109.78376007080078,420,1,100.13304138183594,140.3341064453125,905,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,688.7310180664062,350,350,2,2,26,62,0,0,0,0,6,7,10,27,347,0,0,0,0,2436.77978515625,2674.532470703125,4,0,0,0,3,324,1200,364,379,2,1
0,1,14766,0,1,7998,988,5,5390,1208,1209.048095703125,0.00491804163902998,1189,1208,1208.5531005859375,1.3748259561907616e-06,1205,0,0.0,5.285318851470947,45,0,42.70999526977539,27.419872283935547,258,0,58.99357223510742,140.3341064453125,258,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,9,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,689.2621459960938,350,350,2,2,26,36,0,3,0,0,6,7,13,15,350,0,0,0,0,2436.78857421875,2362.782470703125,0,0,0,0,0,700,700,501,501,2,1
353,1,3194,0,5,120,897,5,7855,189,253.09530639648438,5.754227638244629,279,261,189.07760620117188,1.8776774406433105,211,4,2.6068458557128906,0.0,34,3,10.683965682983398,27.462535858154297,129,7,64.77732849121094,35.104793548583984,129,0,7.888213986007031e-06,133.51742553710938,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94.10601043701172,350,348,3,4,7,40,0,0,1,6,3,4,0,25,342,0,0,0,0,2806.81591796875,591.0509643554688,8,9,0,0,4,162,415,85,5,2,1
0,1,24144,0,1,12294,985,8,18858,1260,1261.552490234375,4.762009620666504,1227,1305,1297.1285400390625,1.3748259561907616e-06,1256,0,0.0,7.914068698883057,78,0,64.00238800048828,192.10523986816406,258,0,103.30119323730469,245.73321533203125,905,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,14,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,743.9581909179688,350,350,3,4,46,62,0,0,0,0,10,5,20,27,350,0,0,0,0,4266.94873046875,3540.698486328125,0,0,0,0,0,203,562,202,104,2,1
0,2,120,0,2,7395,2470,7,0,356,405.552490234375,25.82460594177246,466,406,422.6338195800781,28.10961151123047,481,4,13.020740509033203,18.519390106201172,56,8,53.36447525024414,137.1704864501953,905,6,73.71015930175781,221.15289306640625,839,0,15.181571960449219,48.957027435302734,0,0,0,0,0,16,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,213.51199340820312,5,2,0,2,33,62,0,0,0,0,7,12,0,21,12,0,0,1,2,3044.66064453125,4074.1376953125,6,7,0,0,9,2376,2692,2119,2313,0,1
0,100,77380,0,109,65557,3453,10,2698,521,489.3879089355469,16.591094970703125,569,536,504.732177734375,1.3748259561907616e-06,541,6,18.20703887939453,0.0,78,11,74.62010955810547,191.8069305419922,903,11,103.06968688964844,245.1826171875,903,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,16,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,323.8389892578125,49,49,4,4,46,62,0,0,8,8,10,12,23,27,50,0,0,0,0,4259.970703125,4130.6728515625,8,10,0,0,0,2229,2231,2228,2229,2,1
0,90,72608,0,99,60758,2470,7,13482,536,534.447509765625,13.823884010314941,475,536,535.3143310546875,1.3748259561907616e-06,535,4,15.292137145996094,0.0,0,6,74.97820281982422,137.1704864501953,709,0,73.71015930175781,81.66210174560547,646,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,11,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,313.8916931152344,69,56,3,3,33,44,0,3,8,5,7,9,23,19,60,0,0,0,0,3044.66064453125,2952.194580078125,6,7,0,0,0,1680,2118,1945,1680,2,1
0,1,17768,0,2,4261,2511,4,0,1212,1257.1224365234375,0.0,1283,1212,1279.8074951171875,1.3748259561907616e-06,1277,0,0.42763128876686096,2.643800973892212,54,0,32.04263687133789,82.36389923095703,259,0,44.25919723510742,210.6527099609375,638,0,7.888213986007031e-06,2.6855537726078182e-05,265,0,0,0,0,7,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,685.2669067382812,350,350,3,2,46,27,0,0,3,0,7,9,10,11,347,0,0,0,1,2615.62646484375,1772.642333984375,2,0,0,0,2,1099,631,984,1163,2,1
3342,8,24561,3342,15,2311,0,7,13456,227,422.9762878417969,64.11939239501953,495,305,422.3577880859375,60.010799407958984,524,4,13.020740509033203,10.568811416625977,56,2,57.52237319946289,142.12879943847656,0,0,77.86802673339844,180.30023193359375,660,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,11,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,200.66151428222656,0,0,0,0,33,44,0,0,0,0,0,0,0,19,1,0,0,1,2,0.0,2964.819580078125,6,7,0,0,6,1,1,1,1,0,1
1228,8,9889,0,1,4261,2521,4,0,1253,1224.6978759765625,0.0,1276,1211,1211.6856689453125,1.3748259561907616e-06,1272,1,0.0,16.044267654418945,0,0,74.78771209716797,179.9203643798828,259,0,103.30119323730469,160.26708984375,905,0,7.888213986007031e-06,2.6855537726078182e-05,315,0,0,0,0,7,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,740.55908203125,350,350,2,2,43,62,1,2,1,0,4,12,23,17,350,0,0,0,0,2919.67724609375,1772.642333984375,8,0,0,0,0,203,205,941,1221,2,1
0,15,3194,0,1,1846,1688,4,3716,1219,1150.5523681640625,0.0,1165,1194,1244.1959228515625,1.3748259561907616e-06,1247,0,2.6068458557128906,8.434499740600586,0,0,10.683965682983398,117.27271270751953,129,7,95.87950134277344,51.807796478271484,129,0,7.888213986007031e-06,2.6855537726078182e-05,249,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,709.6372680664062,343,335,1,4,25,22,2,1,1,7,4,9,21,6,348,0,0,0,0,2800.91162109375,591.0509643554688,1,0,0,0,0,1393,512,746,956,2,1
659,4,18533,659,3,1798,2962,8,16139,194,194.4364013671875,14.23034381866455,189,194,194.31143188476562,9.071028709411621,194,5,15.652320861816406,2.6707212924957275,11,2,64.00238800048828,164.51466369628906,131,2,88.40385437011719,35.437862396240234,130,0,99.70911407470703,230.81448364257812,895,0,0,0,0,14,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,110.04024505615234,348,342,3,3,39,53,0,4,6,6,10,12,20,23,348,0,0,0,0,3651.597412109375,3540.698486328125,7,8,0,0,4,800,800,800,800,2,1
0,5,3194,0,1,9573,1326,8,4177,1208,1180.2459716796875,7.3128252029418945,1281,1147,1218.048828125,3.7338194847106934,1184,0,10.072669982910156,18.519390106201172,36,2,10.683965682983398,188.32545471191406,825,1,83.44486999511719,5.629426595987752e-05,905,0,7.888213986007031e-06,2.6855537726078182e-05,283,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,650.7069702148438,341,340,1,1,7,9,2,0,1,1,1,8,20,4,350,0,0,1,0,609.5628662109375,3749.085205078125,1,0,0,0,5,709,850,1397,1326,2,1
0,7,8243,246,1,9692,494,3,2344,958,935.4282836914062,2.4747705459594727,982,984,924.6856689453125,7.359338283538818,982,1,2.6068458557128906,4.496988773345947,0,2,72.01738739013672,51.8355827331543,386,0,88.19059753417969,23.604244232177734,269,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,558.1344604492188,343,348,1,2,7,16,1,0,3,1,9,2,3,4,348,0,0,0,0,609.5628662109375,591.0509643554688,1,0,0,0,0,1395,919,1029,1395,2,1
