bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,udps.srcdst_packet_size_variation,udps.srcdst_udp_packet_count,udps.udp_packet_count,udps.srcdst_tcp_packet_count,udps.tcp_packet_count,udps.srcdst_ack_packet_count,udps.ack_packet_count,udps.srcdst_fin_packet_count,udps.fin_packet_count,udps.srcdst_rst_packet_count,udps.rst_packet_count,udps.srcdst_psh_packet_count,udps.psh_packet_count,udps.srcdst_syn_packet_count,udps.syn_packet_count,udps.srcdst_unique_ports_count,udps.srcdst_icmp_packet_count,udps.icmp_packet_count,udps.srcdst_http_ports_count,udps.http_ports_count,udps.srcdst_bidirectional_duration_avg,udps.bidirectional_duration_avg,udps.srcdst_dns_port_count,udps.dns_port_count,udps.srcdst_dns_port_src_count,udps.dns_port_src_count,udps.srcdst_vul_ports_count,udps.src2dst_packet_count,udps.bidirectional_packet_count,udps.srcdst_src2dst_packet_count,udps.srcdst_bidirectional_packet_count,y_pred,pred_clean
0,1,2259,0,2,120,844,1,5964,234,254.85037231445312,4.213131904602051,219,254,234.71279907226562,1.3748259561907616e-06,226,2,0.0,0.7573188543319702,0,0,5.341985702514648,13.731334686279297,323,3,33.28449630737305,122.86669158935547,0,0,7.888213986007031e-06,47.86654281616211,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.52471923828125,346,343,2,1,3,4,1,1,1,1,1,5,2,3,348,0,0,0,0,1697.2069091796875,295.52557373046875,1,5,0,0,0,782,353,426,760,2,1
0,1,2014,0,2,5416,1418,1,125,499,502.4992370605469,0.0,502,472,469.5497131347656,0.9248403906822205,509,1,5.181095123291016,0.0,31,4,37.69705581665039,13.731334686279297,400,0,7.37867546081543,5.629426595987752e-05,65,0,31.867759704589844,70.42892456054688,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,261.3892822265625,69,67,0,2,3,4,1,1,1,2,1,3,11,2,71,0,0,0,1,1006.1673583984375,2074.348876953125,1,1,0,0,0,2181,1852,1899,2083,2,1
219,9,1657,0,1,2683,247,1,0,1029,1036.1588134765625,0.0,1078,1040,1037.1793212890625,1.818305492401123,1015,0,7.418514251708984,0.0,0,1,5.341985702514648,45.64496994018555,65,4,47.02448654174805,5.629426595987752e-05,259,0,7.888213986007031e-06,44.97616195678711,5,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,577.5667724609375,346,344,1,0,3,7,0,1,2,1,1,1,2,2,350,0,0,0,0,304.7816467285156,1796.636962890625,2,2,0,0,0,998,769,468,965,2,1
0,1,10854,0,1,5342,1731,5,4061,1242,1259.52197265625,0.0,1225,1261,1253.4908447265625,1.3748259561907616e-06,1248,0,0.0,6.593546390533447,0,0,37.31009292602539,54.7215690612793,322,0,51.53489303588867,122.86669158935547,451,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,709.8282470703125,350,350,2,2,23,31,1,0,0,0,5,6,11,13,350,0,0,0,0,2134.91455078125,2064.041259765625,2,0,0,0,0,604,993,903,974,2,1
342,15,4679,342,16,10591,1731,5,0,383,447.7762145996094,19.778411865234375,457,383,447.34283447265625,21.371381759643555,457,3,9.123970031738281,9.259695053100586,39,5,37.393863677978516,96.11890411376953,453,0,51.65061569213867,122.86669158935547,452,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,236.34121704101562,5,5,0,1,23,31,0,0,0,0,5,6,0,13,4,0,0,0,1,2141.47119140625,2076.677490234375,4,5,0,0,4,568,569,568,568,2,1
985,2,10854,1311,2,4942,1481,5,4048,1210,1210.0587158203125,5.934796333312988,1210,1210,1210.059814453125,0.010163728147745132,1210,0,0.02044287696480751,9.259695053100586,28,5,37.31009292602539,27.507701873779297,453,2,51.53489303588867,122.59136199951172,451,0,33.32270050048828,0.3022119104862213,1,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,698.6449584960938,350,350,2,2,23,31,1,2,0,0,5,6,11,13,350,0,0,0,0,2128.68994140625,2064.041259765625,0,0,0,0,0,898,799,800,701,2,1
7,32,15400,7,32,19559,1481,5,9408,455,455.7762451171875,0.018628062680363655,457,474,455.34283447265625,0.010163728147745132,465,3,9.103527069091797,0.020750397816300392,39,5,37.31009292602539,95.90357208251953,454,0,51.53489303588867,122.59136199951172,453,0,0.13025690615177155,0.3022119104862213,1,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,255.45358276367188,2,2,0,2,23,31,0,0,0,0,5,6,0,13,1,0,0,0,1,2128.68994140625,2064.041259765625,4,5,0,0,4,624,624,624,624,2,1
0,1,13232,0,1,7307,738,5,6749,1210,1226.8536376953125,5.934796333312988,1193,1210,1210.3428955078125,1.3748259561907616e-06,1208,0,0.0,0.0,0,0,37.393863677978516,95.90357208251953,129,0,51.53489303588867,122.86669158935547,451,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,697.1585693359375,350,350,2,2,23,31,0,0,0,0,5,6,11,13,350,0,0,0,0,2128.68994140625,2064.041259765625,1,0,0,0,0,683,501,451,639,2,1
959,7,1657,0,4,2987,247,1,0,1039,998.2156372070312,0.0,1022,1001,1006.7605590820312,1.3748259561907616e-06,1009,0,1.3034247159957886,8.437349319458008,0,3,5.341985702514648,13.731334686279297,65,0,10.438703536987305,71.06310272216797,65,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.0767822265625,342,342,1,0,30,26,1,0,2,4,1,7,3,11,350,0,0,1,1,2133.49169921875,2068.697509765625,4,0,0,0,1,989,764,451,899,2,1
0,24,26182,0,30,18070,1481,4,2707,497,455.7762451171875,0.0,523,473,467.73077392578125,1.3748259561907616e-06,501,2,9.123970031738281,0.0,13,5,33.625614166259766,82.25739288330078,397,0,51.6828727722168,105.14781951904297,453,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,268.4684753417969,25,21,1,2,20,31,0,0,1,3,5,5,7,11,21,0,0,0,0,1825.7977294921875,1770.348388671875,4,4,0,0,0,1776,1648,1647,1647,2,1
0,45,32328,0,48,28791,1731,5,8069,509,500.5780029296875,1.5526628494262695,526,484,505.9692077636719,1.3748259561907616e-06,511,2,7.8081817626953125,0.0,0,0,33.85257339477539,97.07965850830078,274,0,44.20194625854492,17.476802825927734,458,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,283.0384216308594,56,55,2,2,23,31,0,0,4,3,4,6,10,11,51,0,0,0,0,1825.7977294921875,2089.820556640625,4,5,0,0,0,2131,1959,1851,1851,2,1
353,2,1657,312,1,1645,247,3,1862,1046,1022.7325439453125,4.8226518630981445,1071,1033,1053.783203125,1.3748259561907616e-06,1025,1,1.3034247159957886,1.1844428777694702,0,1,5.341985702514648,13.731334686279297,65,4,50.26371383666992,5.629426595987752e-05,65,0,7.888213986007031e-06,72.90985107421875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.2819213867188,350,343,0,2,3,4,1,2,3,4,1,1,11,11,349,0,0,0,0,304.7816467285156,2068.688720703125,3,0,0,0,1,544,995,796,1009,2,1
0,1,5021,0,1,120,741,2,4040,218,217.23550415039062,3.5621957778930664,225,218,217.42120361328125,1.3748259561907616e-06,219,1,0.0,0.0,0,0,16.021337509155273,41.18195724487305,0,0,22.129621505737305,5.629426595987752e-05,0,0,7.888213986007031e-06,57.77834701538086,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,128.71530151367188,350,347,1,1,10,13,0,1,2,2,0,0,5,6,350,0,0,0,0,914.0902099609375,886.3292846679688,2,2,0,0,0,551,552,551,551,2,1
0,1,5021,0,1,120,741,2,4040,218,217.23550415039062,3.5621957778930664,225,218,217.42120361328125,1.3748259561907616e-06,219,1,0.0,0.0,0,0,16.021337509155273,41.18195724487305,0,0,22.129621505737305,5.629426595987752e-05,0,0,7.888213986007031e-06,57.77834701538086,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,128.71530151367188,350,347,1,1,10,13,0,1,2,2,0,0,5,6,350,0,0,0,0,914.0985107421875,886.3375854492188,2,2,0,0,0,555,556,555,555,2,1
0,1,10854,0,1,7325,1233,5,5406,1219,1243.4727783203125,4.7667131423950195,1202,1219,1239.5904541015625,1.3748259561907616e-06,1234,0,0.0,2.631723642349243,5,0,37.393863677978516,95.90357208251953,258,0,51.65061569213867,122.59136199951172,452,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,710.004638671875,350,350,2,2,23,31,0,0,0,0,5,6,11,13,350,0,0,0,0,2128.68994140625,2064.041259765625,2,0,0,0,0,1050,559,622,578,2,1
985,2,10854,1311,2,4942,1481,5,4048,1215,1215.0587158203125,5.934796333312988,1215,1215,1215.0596923828125,0.010163728147745132,1215,0,0.02044287696480751,9.259695053100586,28,5,37.31009292602539,27.507701873779297,453,0,51.53489303588867,122.59136199951172,451,0,33.32270050048828,0.3022119104862213,1,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,701.53173828125,350,350,2,2,23,31,0,2,0,0,5,6,11,13,350,0,0,0,0,2128.68994140625,2064.041259765625,0,0,0,0,0,900,801,802,703,2,1
981,5,6264,1634,4,2880,1730,3,0,1121,1120.247802734375,4.748089790344238,1140,1121,1120.4337158203125,1.945359706878662,1122,1,3.913421630859375,3.97163987159729,11,5,21.355016708374023,41.22700119018555,453,2,29.496809005737305,70.16710662841797,452,0,24.929466247558594,57.84157943725586,192,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,650.0733032226562,347,347,1,1,13,18,1,0,2,2,3,6,7,8,346,0,0,0,0,1218.3895263671875,1181.386962890625,2,2,0,0,2,1047,948,949,849,2,1
1467,1,5814,433,3,3117,915,1,1801,1010,1004.4150390625,3.9347543716430664,1025,1024,1013.1384887695312,1.3748259561907616e-06,995,3,1.3034247159957886,5.80889368057251,0,1,30.745275497436523,13.731334686279297,206,0,7.37867546081543,97.92638397216797,65,0,40.73058319091797,2.6855537726078182e-05,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,576.5339965820312,350,347,0,0,15,31,0,0,0,1,1,3,2,12,350,0,0,0,0,1667.9202880859375,295.52557373046875,3,3,0,0,0,1005,540,1048,1048,2,1
0,1,1657,0,1,348,1336,5,1347,247,224.19232177734375,0.0,273,256,252.07672119140625,1.3748259561907616e-06,236,3,2.4180946350097656,1.3228133916854858,39,2,5.341985702514648,13.731334686279297,0,0,21.472089767456055,91.33354949951172,65,0,49.12744903564453,80.73745727539062,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,146.86038208007812,349,349,0,1,18,4,1,1,1,0,4,0,0,2,342,0,0,0,0,1393.3358154296875,295.52557373046875,1,2,0,0,3,1048,420,769,365,2,1
0,1,5021,0,1,120,741,2,4040,218,217.23550415039062,3.5621957778930664,225,218,217.42120361328125,1.3748259561907616e-06,219,1,0.0,0.0,0,0,16.021337509155273,41.18195724487305,0,0,22.129621505737305,5.629426595987752e-05,0,0,7.888213986007031e-06,57.77834701538086,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,128.71530151367188,350,347,1,1,10,13,0,1,2,2,0,0,5,6,350,0,0,0,0,914.0902099609375,886.3292846679688,2,2,0,0,0,551,552,551,551,2,1
0,3,13286,0,2,4256,987,5,10,1259,1237.7762451171875,1.1471834182739258,1251,1237,1250.8231201171875,1.3748259561907616e-06,1235,0,0.0,4.821177005767822,0,0,32.001224517822266,95.17926788330078,453,0,44.20194625854492,122.86669158935547,452,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,706.9414672851562,350,350,2,2,23,31,1,0,1,0,5,6,11,11,350,0,0,0,0,2133.49755859375,1770.348388671875,2,0,0,0,0,876,830,706,811,2,1
836,1,4673,0,1,2555,247,1,1347,227,211.71563720703125,1.1877412796020508,224,255,247.96990966796875,3.438331127166748,240,0,7.74853515625,4.4076104164123535,18,0,25.174230575561523,13.731334686279297,136,0,7.37867546081543,5.629426595987752e-05,52,0,45.822547912597656,23.71853256225586,379,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,141.36907958984375,344,347,1,2,3,4,0,2,1,1,5,6,11,2,344,0,0,0,0,1857.0916748046875,295.52557373046875,2,1,0,0,0,486,820,368,370,2,1
71,8,10854,71,8,4942,1727,5,9408,482,481.9412536621094,8.314179420471191,482,482,481.94024658203125,0.010163728147745132,482,3,9.103527069091797,0.020750397816300392,0,5,37.31009292602539,95.90357208251953,63,3,51.53489303588867,122.59136199951172,514,0,0.13025690615177155,58.08059310913086,1,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,271.7101745605469,126,126,2,2,23,31,1,2,4,4,5,6,11,13,126,0,0,0,0,2128.68994140625,2064.041259765625,3,5,0,0,0,3916,3916,3916,3916,2,1
0,1,8072,0,2,4688,988,3,5385,498,496.9759521484375,0.0,507,498,497.22344970703125,1.3748259561907616e-06,499,2,5.210544586181641,0.0,0,0,26.02167320251465,62.97480392456055,0,0,34.1634635925293,43.199764251708984,194,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,291.3202209472656,66,64,1,1,13,18,0,0,2,2,1,3,7,6,67,0,0,0,0,1224.3089599609375,1187.306396484375,2,3,0,0,0,2477,2477,2476,2477,2,1
0,1,8674,0,1,2188,1235,3,6728,518,517.7118530273438,5.932549476623535,530,518,518.0211181640625,1.3748259561907616e-06,520,2,6.510372161865234,0.0,0,4,26.6822566986084,68.58527374267578,323,4,36.85508346557617,87.67101287841797,323,0,24.91222381591797,2.6855537726078182e-05,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,304.38751220703125,344,344,1,1,16,22,0,0,3,3,4,4,8,10,350,1,1,0,0,1656.3470458984375,1610.113525390625,3,4,0,0,0,599,597,997,596,2,1
0,3,120,0,2,6189,647,3,0,671,686.0128784179688,0.0,673,668,665.4376831054688,0.3147100806236267,678,0,1.3034247159957886,6.7685418128967285,6,1,5.341985702514648,77.71906280517578,308,1,7.37867546081543,40.858272552490234,65,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.8672180175781,349,347,0,0,10,13,0,2,3,1,2,1,11,11,350,1,1,0,0,304.7816467285156,1979.425048828125,4,0,0,0,2,780,1028,980,892,2,1
5,8,7781,5,3,4252,1731,5,0,1243,1242.8050537109375,8.295548439025879,1283,1243,1242.867919921875,1.305915355682373,1247,0,1.3238638639450073,2.649976968765259,0,0,37.31009292602539,96.11890411376953,453,0,51.53489303588867,105.03899383544922,451,0,0.13025690615177155,0.3022119104862213,1,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,718.6494140625,349,350,1,2,20,27,0,0,0,0,3,6,8,9,349,0,0,0,0,2128.68994140625,2064.041259765625,4,1,0,0,2,997,997,899,799,2,1
0,5,1657,0,1,810,1092,1,1101,1017,1026.612060546875,1.7305727005004883,991,991,1025.697021484375,1.3748259561907616e-06,1006,0,5.050701141357422,1.3228133916854858,20,2,5.341985702514648,13.731334686279297,65,0,36.30390548706055,70.78826141357422,255,0,19.414833068847656,2.6855537726078182e-05,297,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,579.7883911132812,346,343,0,1,3,11,1,1,1,1,3,1,2,13,350,0,0,0,0,1487.1331787109375,1497.333251953125,1,0,0,0,2,675,1047,817,521,2,1
982,48,23112,655,48,23147,988,5,9408,482,481.9412536621094,8.295548439025879,482,482,481.94024658203125,3.891601085662842,482,0,0.02044287696480751,0.020750397816300392,0,0,37.31009292602539,54.7215690612793,5,0,51.53489303588867,5.629426595987752e-05,5,0,0.13025690615177155,96.5274658203125,320,0,0,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,278.2316589355469,7,7,2,2,23,31,1,2,4,4,0,0,11,6,9,0,0,0,0,2128.68994140625,2064.041259765625,1,0,0,0,0,244,244,244,244,2,1
5,7,7781,5,3,4252,1731,5,0,1242,1241.8050537109375,5.934796333312988,1282,1242,1241.867919921875,1.305915355682373,1246,0,1.3238638639450073,2.649976968765259,0,0,37.31009292602539,96.11890411376953,453,0,51.53489303588867,105.03899383544922,451,0,0.13025690615177155,0.3022119104862213,1,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,718.0720825195312,349,350,1,2,20,27,0,0,0,0,3,6,8,9,349,0,0,0,0,2128.68994140625,2064.041259765625,4,1,0,0,1,999,999,901,801,2,1
0,8,18182,0,12,6516,1727,5,9408,365,481.14141845703125,51.47437286376953,526,354,470.0057067871094,45.12913131713867,511,3,9.123970031738281,0.0,0,0,37.31009292602539,95.90357208251953,64,0,51.53489303588867,53.654048919677734,129,0,7.888213986007031e-06,2.6855537726078182e-05,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,249.26536560058594,61,61,2,2,23,31,0,0,4,4,3,6,11,13,62,0,0,0,0,2128.68994140625,2064.041259765625,2,5,0,0,0,1906,1907,1906,1906,2,1
